,Text,Label
6069,"i know you like me to where you wanna give your body,,,,,,,,,,,,,,,,",5
6070,"of course,,,,,,,,,,,,,,,,",4
6071,"i'll always be koo,,,,,,,,,,,,,,,,",4
6072,"lets make a deal,,,,,,,,,,,,,,,,",1
6073,"if you want me sexually,,,,,,,,,,,,,,,,",5
6074,"then we could hook up,,,,,,,,,,,,,,,,",2
6075,"and also when you able to see me more often,,,,,,,,,,,,,,,,",0
6076,"but at least,,,,,,,,,,,,,,,,",4
6077,"i'm not denying you what you also want,,,,,,,,,,,,,,,,",4
6078,"lol,,,,,,,,,,,,,,,,",4
6079,"well yea lol i will get killed,,,,,,,,,,,,,,,,",6
6080,"lol whatever u can use a condom,,,,,,,,,,,,,,,,",5
6081,"i'm planning to,,,,,,,,,,,,,,,,",4
6082,"that it could fit,,,,,,,,,,,,,,,,",4
6083,"you can't try something with somebody i probably would never in my life like,,,,,,,,,,,,,,,,",4
6084,"especially with certain people,,,,,,,,,,,,,,,,",4
6085,"makes me look bad,,,,,,,,,,,,,,,,",4
6086,"because you should feel like you the top girl,,,,,,,,,,,,,,,,",4
6087,"you want a man,,,,,,,,,,,,,,,,",4
6088,"what's on your mind>?,,,,,,,,,,,,,,,,",4
6089,"even if i pull out?,,,,,,,,,,,,,,,,",4
6090,"yea,,,,,,,,,,,,,,,,",4
6091,"when we first abotu to ddo it,,,,,,,,,,,,,,,,",4
6092,"cuz i want the first time in you, to be really koo,,,,,,,,,,,,,,,",5
6093,"i won't actually fuck you the whole time like that,,,,,,,,,,,,,,,,",5
6094,"is that fair?,,,,,,,,,,,,,,,,",4
6095,"i guess so,,,,,,,,,,,,,,,,",4
6096,"if you don't carry away,,,,,,,,,,,,,,,,",4
6097,"if you enjoy it too much,,,,,,,,,,,,,,,,",4
6098,"no way. ur gonna,,,,,,,,,,,,,,,,",4
6099,"i knwo i am,,,,,,,,,,,,,,,,",4
6100,"then you shouldn't,,,,,,,,,,,,,,,,",4
6101,"Kelly, do you want to??,,,,,,,,,,,,,,,",4
6102,"i wanna do it just don't wanna get preg,,,,,,,,,,,,,,,,",5
6103,"i don't wanna pre cum or cum in you,,,,,,,,,,,,,,,,",5
6104,"i wanna cum in your mouth,,,,,,,,,,,,,,,,",5
6105,"you never felt a dick inside you raw,,,,,,,,,,,,,,,,",5
6106,"would you wanna feel it inside you babe,,,,,,,,,,,,,,,,",5
6107,"yea i guess but i dont wanna get preg i'm not on the pill or anything,,,,,,,,,,,,,,,,",5
6108,"i just wanted you to feel something i think you would enjoy,,,,,,,,,,,,,,,,",1
6109,"and i feel you deserve,,,,,,,,,,,,,,,,",4
6110,"but if you don't,,,,,,,,,,,,,,,,",4
6111,"i just don't wanna be treated like that black dude,,,,,,,,,,,,,,,,",3
6112,"i just wanna be unique babe,,,,,,,,,,,,,,,,",3
6113,"i'm trying to give you a better experience,,,,,,,,,,,,,,,,",1
6114,"nothing wrong babe,,,,,,,,,,,,,,,,",3
6115,"you mad???,,,,,,,,,,,,,,,,",4
6116,"no,,,,,,,,,,,,,,,,",4
6117,"muahz,,,,,,,,,,,,,,,,",4
6118,"lol yea,,,,,,,,,,,,,,,,",4
6119,"i keep telling ya its just scary to me,,,,,,,,,,,,,,,,",6
6120,"we still koo,,,,,,,,,,,,,,,,",4
6121,"but i understand,,,,,,,,,,,,,,,,",4
6122,"ok i dont want you to hate me now or something,,,,,,,,,,,,,,,,",1
6123,"but i'll get over it,,,,,,,,,,,,,,,,",4
6124,"i dont wanna get in trouble,,,,,,,,,,,,,,,,",6
6125,"i'm happy you happy,,,,,,,,,,,,,,,,",2
6126,"you never know,,,,,,,,,,,,,,,,",4
6127,"you might change your mind when i see you,,,,,,,,,,,,,,,,",2
6128,";),,,,,,,,,,,,,,,,",4
6129,"lol,,,,,,,,,,,,,,,,",4
6130,"yea,,,,,,,,,,,,,,,,",4
6131,"i don't know,,,,,,,,,,,,,,,,",4
6132,"i don't know why it's bothering me now,,,,,,,,,,,,,,,,",4
6133,"it's a wierd feeling,,,,,,,,,,,,,,,,",4
6134,"i got turned down by a young girl,,,,,,,,,,,,,,,,",5
6135,"lol,,,,,,,,,,,,,,,,",4
6136,"it's the feeling,,,,,,,,,,,,,,,,",4
6137,"what? your crazy,,,,,,,,,,,,,,,,",2
6138,"don't worry about it babe,,,,,,,,,,,,,,,,",1
6139,"but i wanna make you happy,,,,,,,,,,,,,,,,",1
6140,"you do,,,,,,,,,,,,,,,,",4
6141,"all the other things are materialistic,,,,,,,,,,,,,,,,",4
6142,"no you don't,,,,,,,,,,,,,,,,",4
6143,"you doing the right thing,,,,,,,,,,,,,,,,",4
6144,"just because i'm not proud of myself, doesn't mean you shouldn't stick to how you feel kell,,,,,,,,,,,,,,,",4
6145,"i'm happy for you that you are happy,,,,,,,,,,,,,,,,",4
6146,"),,,,,,,,,,,,,,,,",4
6147,"but your not happy an that makes me sad,,,,,,,,,,,,,,,,",1
6148,"okk,,,,,,,,,,,,,,,,",4
6149,"muahz,,,,,,,,,,,,,,,,",4
6150,"i'm going to relax in a few,,,,,,,,,,,,,,,,",4
6151,"i still can't believe i asked you to do that,,,,,,,,,,,,,,,,",4
6152,"and,,,,,,,,,,,,,,,,",4
6153,"you hate me,,,,,,,,,,,,,,,,",4
6154,"i just thought u would have been more excited,,,,,,,,,,,,,,,,",4
6155,"nevermind,,,,,,,,,,,,,,,,",4
6156,"it was stupid,,,,,,,,,,,,,,,,",4
6157,"at least how i'm feeling,,,,,,,,,,,,,,,,",4
6158,"if you feel like that sorry but its not like that w/ me,,,,,,,,,,,,,,,,",4
6159,"yea but your like acting all weird like you dont like me anymore an stuff I dunno what is going on,,,,,,,,,,,,,,,,",3
6160,"wow,,,,,,,,,,,,,,,,",4
6161,"i'm not having a baby in the next three years,,,,,,,,,,,,,,,,",3
6162,"he was arguing on the phone for an hour,,,,,,,,,,,,,,,,",4
6163,"but lets just say,,,,,,,,,,,,,,,,",4
6164,"ouch,,,,,,,,,,,,,,,,",4
6165,"cuz he has a baby on the way,,,,,,,,,,,,,,,,",3
6166,"and he really isn't that free to be out,,,,,,,,,,,,,,,,",6
6167,"even for two and a half hours,,,,,,,,,,,,,,,,",4
6168,"and it's not that serious,,,,,,,,,,,,,,,,",4
6169,"adn he been yelling,,,,,,,,,,,,,,,,",4
6170,"and half way threaten her,,,,,,,,,,,,,,,,",4
6171,"but she still be complaining in every other way,,,,,,,,,,,,,,,,",4
6172,"saying this and that,,,,,,,,,,,,,,,,",4
6173,"though**,,,,,,,,,,,,,,,,",4
6174,"i'm doing better,,,,,,,,,,,,,,,,",4
6175,"i want you to do it,,,,,,,,,,,,,,,,",4
6176,"dont mean i gotta do it tho,,,,,,,,,,,,,,,,",4
6177,"an i dont wanna get preg. i think thats more important,,,,,,,,,,,,,,,,",5
6178,"i know,,,,,,,,,,,,,,,,",4
6179,"i like you to,,,,,,,,,,,,,,,,",3
6180,"so let's just do it as a warm up babe,,,,,,,,,,,,,,,,",3
6181,"i want you to,,,,,,,,,,,,,,,,",4
6182,"thanx babe,,,,,,,,,,,,,,,,",3
6183,"i won't,,,,,,,,,,,,,,,,",4
6184,"ok,,,,,,,,,,,,,,,,",4
6185,"i'm gonna go to sleep,,,,,,,,,,,,,,,,",4
6186,"i should be good,,,,,,,,,,,,,,,,",4
6187,"a music one,,,,,,,,,,,,,,,,",4
6188,"i feel like smoking weed,,,,,,,,,,,,,,,,",4
6189,"hmm,,,,,,,,,,,,,,,,",4
6190,"a lil,,,,,,,,,,,,,,,,",4
6191,"lol whatever,,,,,,,,,,,,,,,,",4
6192,"you know you like me,,,,,,,,,,,,,,,,",3
6193,"yea,,,,,,,,,,,,,,,,",4
6194,"we gonna stay koo with each other regardless of what we do,,,,,,,,,,,,,,,,",4
6195,"t,,,,,,,,,,,,,,,,",4
6196,"what would you want to happen then babe?,,,,,,,,,,,,,,,,",1
6197,"i dunno really,,,,,,,,,,,,,,,,",4
6198,"we can take it higher,,,,,,,,,,,,,,,,",4
6199,"we would really REALLY have to work on that,,,,,,,,,,,,,,,,",4
6200,"but i know myself,,,,,,,,,,,,,,,,",4
6201,"ok,,,,,,,,,,,,,,,,",4
6202,"that's good,,,,,,,,,,,,,,,,",4
6203,"what else do you do?,,,,,,,,,,,,,,,,",4
6204,"i dunno like what kinda stuff,,,,,,,,,,,,,,,,",4
6205,"like hang out,,,,,,,,,,,,,,,,",2
6206,"that sort of stuff,,,,,,,,,,,,,,,,",4
6207,"i haven't eaten fast food in four weeks,,,,,,,,,,,,,,,,",4
6208,"cuz over there,,,,,,,,,,,,,,,,",4
6209,"you have no idea,,,,,,,,,,,,,,,,",4
6210,"and babe,,,,,,,,,,,,,,,,",3
6211,"and we didn't pay for shit,,,,,,,,,,,,,,,,",4
6212,"crazy,,,,,,,,,,,,,,,,",4
6213,"Carlitos didn't even arrive yet,,,,,,,,,,,,,,,,",4
6214,"his cousin,,,,,,,,,,,,,,,,",4
6215,"and then we went to the hood,,,,,,,,,,,,,,,,",4
6216,"and i met everyone,,,,,,,,,,,,,,,,",4
6217,"there was 22 people in the hood chillin,,,,,,,,,,,,,,,,",4
6218,"the cops don't go through the hood like that,,,,,,,,,,,,,,,,",6
6219,"the projects are surrounded by tall gates,,,,,,,,,,,,,,,,",4
6220,"it's like a maze,,,,,,,,,,,,,,,,",4
6221,"where it's apratments,,,,,,,,,,,,,,,,",6
6222,"that you rent off under subzidy,,,,,,,,,,,,,,,,",4
6223,"mixed***,,,,,,,,,,,,,,,,",4
6224,"and there are no such things as coats,,,,,,,,,,,,,,,,",4
6225,"or jackets,,,,,,,,,,,,,,,,",4
6226,"if we still have sex in the future, i wanna bring you so you can see how sex is over there,,,,,,,,,,,,,,,",5
6227,"lol ok,,,,,,,,,,,,,,,,",4
6228,"would**,,,,,,,,,,,,,,,,",4
6229,"the parties start at 1 am over there and don't finish until 8 am,,,,,,,,,,,,,,,,",4
6230,"unlike here,,,,,,,,,,,,,,,,",4
6231,"they start at 10 or 11,,,,,,,,,,,,,,,,",4
6232,"and that,,,,,,,,,,,,,,,,",4
6233,"but when it comes to fun and relating to the hood more,,,,,,,,,,,,,,,,",4
6234,"it contains La Perla, which is the most dangerous hood in the United States,,,,,,,,,,,,,,,",4
6235,"so dangerous,,,,,,,,,,,,,,,,",4
6236,"the cops won't go inside it,,,,,,,,,,,,,,,,",1
6237,"i know,,,,,,,,,,,,,,,,",4
6238,"he was like a star in the hood,,,,,,,,,,,,,,,,",4
6239,"the only person i know over there that is known by every fuckin body that doesn't sell drugs,,,,,,,,,,,,,,,,",4
6240,"very known,,,,,,,,,,,,,,,,",4
6241,"now, you can say hollywood,,,,,,,,,,,,,,,",4
6242,"rock,,,,,,,,,,,,,,,,",4
6243,"i wanna fuck you kelly,,,,,,,,,,,,,,,,",5
6244,"i don't know,,,,,,,,,,,,,,,,",4
6245,"wow,,,,,,,,,,,,,,,,",4
6246,"i gotta go,,,,,,,,,,,,,,,,",0
6247,"im just listening to music an checkin my emailz,,,,,,,,,,,,,,,,",2
6248,"(or from your boyfriend),,,,,,,,,,,,,,,,",3
6249,"so wat are you thinking bout,,,,,,,,,,,,,,,,",3
6250,"lol,,,,,,,,,,,,,,,,",4
6251,"thats sucks,,,,,,,,,,,,,,,,",4
6252,"cool,,,,,,,,,,,,,,,,",4
6253,"why you think that,,,,,,,,,,,,,,,,",4
6254,"cuz you barely try to find me,,,,,,,,,,,,,,,,",4
6255,"why i gotta find you for lol,,,,,,,,,,,,,,,,",4
6256,"lol,,,,,,,,,,,,,,,,",4
6257,"lol,,,,,,,,,,,,,,,,",4
6258,"i doubt it,,,,,,,,,,,,,,,,",4
6259,"lol,,,,,,,,,,,,,,,,",4
6260,"what are you thinking from everything i told you,,,,,,,,,,,,,,,,",3
6261,"yes i did,,,,,,,,,,,,,,,,",4
6262,"i only called you twice lol so you cant say that,,,,,,,,,,,,,,,,",2
6263,"not really i keep tellin ya my parents are crazy,,,,,,,,,,,,,,,,",6
6264,"we talk like every nite on here,,,,,,,,,,,,,,,,",2
6265,"your voice sounds good,,,,,,,,,,,,,,,,",2
6266,"thanks,,,,,,,,,,,,,,,,",4
6267,"you said you like the way i tell you things,,,,,,,,,,,,,,,,",2
6268,"what do you think abou tme??,,,,,,,,,,,,,,,,",2
6269,"cuz i like you yea,,,,,,,,,,,,,,,,",2
6270,"yea, you kept saying i was hot,,,,,,,,,,,,,,,",2
6271,"i can't just talk to a guy and like em like that in like a hour. thats crazy,,,,,,,,,,,,,,,,",4
6272,"ok i was,,,,,,,,,,,,,,,,",4
6273,"but imma tell you,,,,,,,,,,,,,,,,",4
6274,"i wasn't lying,,,,,,,,,,,,,,,,",4
6275,"i dunno what your talkin bout now,,,,,,,,,,,,,,,,",2
6276,"you saying i made up the first day thing,,,,,,,,,,,,,,,,",4
6277,"and you said,,,,,,,,,,,,,,,,",4
6278,""" """"ROCK"""""",,,,,,,,,,,,,,,,",4
6279,"whatever lol,,,,,,,,,,,,,,,,",4
6280,"yea,,,,,,,,,,,,,,,,",4
6281,"YOU didn't,,,,,,,,,,,,,,,,",4
6282,"and you said rock,,,,,,,,,,,,,,,,",4
6283,"so like whats your point or something,,,,,,,,,,,,,,,,",4
6284,"and asked you the next day as well to confrim,,,,,,,,,,,,,,,,",4
6285,"point is,,,,,,,,,,,,,,,,",4
6286,"you still wanna,,,,,,,,,,,,,,,,",4
6287,"i don't like being called or implied a liar,,,,,,,,,,,,,,,,",3
6288,"i wanna be inside you,,,,,,,,,,,,,,,,",5
6289,"would you still let me kelly even if we don't work out ??,,,,,,,,,,,,,,,,",4
6290,"would you still run that risk,,,,,,,,,,,,,,,,",4
6291,"yea i guess,,,,,,,,,,,,,,,,",4
6292,"would you be koo if it just ended in that,,,,,,,,,,,,,,,,",4
6293,"and it just ended that way,,,,,,,,,,,,,,,,",4
6294,"are you planning to make me see any of your friends or any of your ex's??,,,,,,,,,,,,,,,,",3
6295,"when we meet lol no i want you to myself,,,,,,,,,,,,,,,,",3
6296,"lol how quick are ya gonna just like jump me when i open the door,,,,,,,,,,,,,,,,",3
6297,"but even if you want me as a bf, you know i'm not comfortable with you chilolin with your ex,,,,,,,,,,,,,,,",3
6298,"especially if you had sex with already,,,,,,,,,,,,,,,,",5
6299,"ok,,,,,,,,,,,,,,,,",4
6300,"you can talk to whatever,,,,,,,,,,,,,,,,",4
6301,"me**,,,,,,,,,,,,,,,,",4
6302,"wow ok.,,,,,,,,,,,,,,,,",4
6303,"i don't wanna meet them or see them,,,,,,,,,,,,,,,,",4
6304,"and if i hear something slick,,,,,,,,,,,,,,,,",4
6305,"then we gonna have problems,,,,,,,,,,,,,,,,",4
6306,"hmmm,,,,,,,,,,,,,,,,",4
6307,"nah,,,,,,,,,,,,,,,,",4
6308,"i only take it that far if they threaten me like that,,,,,,,,,,,,,,,,",6
6309,"ouch what if we're just out and a guy comes over and i tell em to get lost will you still be pissed,,,,,,,,,,,,,,,,",3
6310,"but if you are nice,,,,,,,,,,,,,,,,",3
6311,"i wont do that,,,,,,,,,,,,,,,,",4
6312,"i can tell you not comfortable with all of this,,,,,,,,,,,,,,,,",4
6313,"i was lucky i never had that problem,,,,,,,,,,,,,,,,",4
6314,"if you tell him about me,,,,,,,,,,,,,,,,",4
6315,"they naturally will back off if they koo,,,,,,,,,,,,,,,,",4
6316,"if i get disrespected,,,,,,,,,,,,,,,,",4
6317,"cuz you really are close with your ex's,,,,,,,,,,,,,,,,",3
6318,"you really don't know how uncomfortable that would make me,,,,,,,,,,,,,,,,",4
6319,"i'm not like that close we just talk,,,,,,,,,,,,,,,,",4
6320,"plus,,,,,,,,,,,,,,,,",4
6321,"and what happens around me does matter in my life,,,,,,,,,,,,,,,,",4
6322,"but that's least important,,,,,,,,,,,,,,,,",4
6323,"believe me or not,,,,,,,,,,,,,,,,",4
6324,"regardless what you did with me,,,,,,,,,,,,,,,,",4
6325,"but whatever i just wont talk to him,,,,,,,,,,,,,,,,",4
6326,"i would end any and every female friend relationship that's current,,,,,,,,,,,,,,,,",3
6327,"ok,,,,,,,,,,,,,,,,",4
6328,"when you decide you really want to,,,,,,,,,,,,,,,,",4
6329,"i wanna sleepw ith you kelly,,,,,,,,,,,,,,,,",5
6330,"and feel you up,,,,,,,,,,,,,,,,",4
6331,"hmmm,,,,,,,,,,,,,,,,",4
6332,"lol,,,,,,,,,,,,,,,,",4
6333,"ok kelly,,,,,,,,,,,,,,,,",4
6334,"when you want me to call,,,,,,,,,,,,,,,,",4
6335,"around 6 7 or 8,,,,,,,,,,,,,,,,",4
6336,"hey you,,,,,,,,,,,,,,,,",4
6337,"i just wanted to say hi before i had to go to dinner,,,,,,,,,,,,,,,,",4
6338,"hi,,,,,,,,,,,,,,,,",4
6339,"ok,,,,,,,,,,,,,,,,",4
6340,"whatcha doing,,,,,,,,,,,,,,,,",2
6341,"thinking about you,,,,,,,,,,,,,,,,",3
6342,"i wanna touch u,,,,,,,,,,,,,,,,",2
6343,"i wanna do u rough,,,,,,,,,,,,,,,,",4
6344,"but that'll burn,,,,,,,,,,,,,,,,",4
6345,"whatever,,,,,,,,,,,,,,,,",4
6346,"we'll see lol,,,,,,,,,,,,,,,,",4
6347,"i'll figure it out when i win,,,,,,,,,,,,,,,,",4
6348,"lol,,,,,,,,,,,,,,,,",4
6349,"what have you done to see what else you haven't?,,,,,,,,,,,,,,,,",4
6350,"i guess so lol i dunno,,,,,,,,,,,,,,,,",4
6351,"it's gut instinct, if you feel that there is better, you would have a better time the next time you experience it,,,,,,,,,,,,,,",4
6352,"if you feel you already had a good time, it's gonna be hard to enjoy and try new stuff the next time,,,,,,,,,,,,,,,",3
6353,"from what you told me earlier, i feel like you really haven't done much and you really didn't enjoy it,,,,,,,,,,,,,,,",2
6354,"you would have never wanted to try more,,,,,,,,,,,,,,,,",4
6355,"ok,,,,,,,,,,,,,,,,",4
6356,"rock,,,,,,,,,,,,,,,,",4
6357,"cuz it was wack,,,,,,,,,,,,,,,,",4
6358,"and as i run your thgh, you have to always position yourself to where you are always next to me,,,,,,,,,,,,,,,",3
6359,"ok,,,,,,,,,,,,,,,,",4
6360,"ok babe,,,,,,,,,,,,,,,,",3
6361,"muahz,,,,,,,,,,,,,,,,",4
6362,"njn;,,,,,,,,,,,,,,,,",4
6363,"oh ok,,,,,,,,,,,,,,,,",4
6364,"in trouble w/ me lol?,,,,,,,,,,,,,,,,",4
6365,"because i'm getting desperate,,,,,,,,,,,,,,,,",4
6366,"i haven't gotten my unemployment check,,,,,,,,,,,,,,,,",4
6367,"oh that sucks,,,,,,,,,,,,,,,,",4
6368,"i found out it takes up to four weeks,,,,,,,,,,,,,,,,",4
6369,"it's been a minute,,,,,,,,,,,,,,,,",4
6370,"it's crazy,,,,,,,,,,,,,,,,",4
6371,"three years ago,,,,,,,,,,,,,,,,",4
6372,"out**,,,,,,,,,,,,,,,,",4
6373,"and Los can continue to do his tiny flip,,,,,,,,,,,,,,,,",4
6374,"it's sad,,,,,,,,,,,,,,,,",4
6375,"the day of the major storm,,,,,,,,,,,,,,,,",4
6376,"but in two weeks,,,,,,,,,,,,,,,,",4
6377,"if you ever look out for me ever,,,,,,,,,,,,,,,,",4
6378,"believe me or not,,,,,,,,,,,,,,,,",4
6379,"that might make me reconsider you,,,,,,,,,,,,,,,,",4
6380,"worked in upscae places,,,,,,,,,,,,,,,,",4
6381,"i sometimes wish i was 16 under the care of my mom,,,,,,,,,,,,,,,,",3
6382,"found innocent,,,,,,,,,,,,,,,,",4
6383,"and I still had to pay for my freedom,,,,,,,,,,,,,,,,",4
6384,"it was well worth it,,,,,,,,,,,,,,,,",4
6385,"i dunno you probs can try to get signed on some other label,,,,,,,,,,,,,,,,",4
6386,"and got support,,,,,,,,,,,,,,,,",4
6387,"sorry to hear that,,,,,,,,,,,,,,,,",4
6388,"i'm happy i do have you with your support,,,,,,,,,,,,,,,,",3
6389,"and i do appreciate everything,,,,,,,,,,,,,,,,",4
6390,"lol,,,,,,,,,,,,,,,,",4
6391,"i still wonder what you see in me,,,,,,,,,,,,,,,,",3
6392,"it's a little odd,,,,,,,,,,,,,,,,",4
6393,"living there**,,,,,,,,,,,,,,,,",4
6394,"like i dunno what to tell u that i havent told u before,,,,,,,,,,,,,,,,",2
6395,"i must have left a serious impression,,,,,,,,,,,,,,,,",2
6396,";),,,,,,,,,,,,,,,,",4
6397,"maybe to a hispanic,,,,,,,,,,,,,,,,",4
6398,"i guess i never heard that before lol,,,,,,,,,,,,,,,,",4
6399,"you never heard the term,,,,,,,,,,,,,,,,",4
6400,"but there's another reason,,,,,,,,,,,,,,,,",4
6401,"it's because most white guys don't like white girls that have been with black guys,,,,,,,,,,,,,,,,",3
6402,"thats stupid,,,,,,,,,,,,,,,,",4
6403,"most white girls that saw themselves with white guys usally stayed with them,,,,,,,,,,,,,,,,",4
6404,"will most likely stick to the same type or if it's a white guy,,,,,,,,,,,,,,,,",3
6405,"cuz the ones that make good money see that as an insult,,,,,,,,,,,,,,,,",4
6406,"you can most likely bet on it,,,,,,,,,,,,,,,,",4
6407,"where the wealthy and rich people shop and hang out,,,,,,,,,,,,,,,,",4
6408,"if it's not white, it's the prettiest of that race,,,,,,,,,,,,,,,",4
6409,"but we as americans are doing better than what we did in the past,,,,,,,,,,,,,,,,",4
6410,"I personally wouldn't want you to be free in admitting everything you have done,,,,,,,,,,,,,,,,",2
6411,"don't tell everybody,,,,,,,,,,,,,,,,",1
6412,"because they could hold that agianst you,,,,,,,,,,,,,,,,",4
6413,"ok,,,,,,,,,,,,,,,,",4
6414,"was good,,,,,,,,,,,,,,,,",4
6415,"you didn't hang out yesterday?,,,,,,,,,,,,,,,,",2
6416,"yea i stayed at my friends house,,,,,,,,,,,,,,,,",4
6417,"that's it?,,,,,,,,,,,,,,,,",4
6418,"at my dad's rib with my brothers,,,,,,,,,,,,,,,,",6
6419,"snakes on a plane,,,,,,,,,,,,,,,,",4
6420,"unknown,,,,,,,,,,,,,,,,",4
6421,"you gonna be excercising,,,,,,,,,,,,,,,,",4
6422,"i know that's not what you thinking,,,,,,,,,,,,,,,,",3
6423,"yea i didnt see u friday,,,,,,,,,,,,,,,,",2
6424,"muah, i know,,,,,,,,,,,,,,,",4
6425,"aww thats nice of u,,,,,,,,,,,,,,,,",2
6426,"i'm tired i think i'm gonna go sleep,,,,,,,,,,,,,,,,",0
6427,"sorry i'm just sleepy,,,,,,,,,,,,,,,,",4
6428,"sorry,,,,,,,,,,,,,,,,",4
6429,"(,,,,,,,,,,,,,,,,",4
6430,"a lot lol,,,,,,,,,,,,,,,,",4
6431,"who you thought about?,,,,,,,,,,,,,,,,",2
6432,"i dunno just cute guys,,,,,,,,,,,,,,,,",2
6433,"nm bored,,,,,,,,,,,,,,,,",4
6434,"really, i thought you barely got bored,,,,,,,,,,,,,,,",4
6435,"haha whatever,,,,,,,,,,,,,,,,",4
6436,"wow,,,,,,,,,,,,,,,,",4
6437,"that's where all the pics come from,,,,,,,,,,,,,,,,",2
6438,"we take em at school,,,,,,,,,,,,,,,,",2
6439,"i stood up all night yesterday,,,,,,,,,,,,,,,,",4
6440,"but i'm ok,,,,,,,,,,,,,,,,",4
6441,"ok,,,,,,,,,,,,,,,,",4
6442,"like what time will u get here,,,,,,,,,,,,,,,,",4
6443,"keep me updated if anything changes,,,,,,,,,,,,,,,,",4
6444,"i have trouble making outgoing calls,,,,,,,,,,,,,,,,",4
6445,"ok,,,,,,,,,,,,,,,,",4
6446,"i don't have condoms to let you know,,,,,,,,,,,,,,,,",5
6447,"u cant buy some,,,,,,,,,,,,,,,,",4
6448,"no!,,,,,,,,,,,,,,,,",4
6449,"no the guys carry that,,,,,,,,,,,,,,,,",4
6450,"u ask ur friends,,,,,,,,,,,,,,,,",4
6451,"maybe my cousin,,,,,,,,,,,,,,,,",4
6452,"i dunno cant u just get some their not like real expensive,,,,,,,,,,,,,,,,",4
6453,"that day no one can know what i'm doing?,,,,,,,,,,,,,,,,",4
6454,"imma ask my cuz tomorrow,,,,,,,,,,,,,,,,",4
6455,"cuz i know my boys don't use them,,,,,,,,,,,,,,,,",4
6456,"ohhhhhh ok,,,,,,,,,,,,,,,,",4
6457,"i dunno if theres another way to not get preg,,,,,,,,,,,,,,,,",5
6458,"i cant deal w/ babies rite now,,,,,,,,,,,,,,,,",6
6459,"does that really work tho i heard it dont,,,,,,,,,,,,,,,,",4
6460,"oh...,,,,,,,,,,,,,,,,",4
6461,"you know what,,,,,,,,,,,,,,,,",4
6462,"you looking forward to this as much as i am,,,,,,,,,,,,,,,,",4
6463,"yea,,,,,,,,,,,,,,,,",4
6464,"muahz,,,,,,,,,,,,,,,,",4
6465,"??,,,,,,,,,,,,,,,,",4
6466,"show your passion,,,,,,,,,,,,,,,,",3
6467,"check ya tomorow,,,,,,,,,,,,,,,,",0
6468,"hi,,,,,,,,,,,,,,,,",4
6469,"yea,,,,,,,,,,,,,,,,",4
6470,"EDIT,,,,,,,,,,,,,,,,",4
6471,"zip code,,,,,,,,,,,,,,,,",2
6472,"no i was just askin,,,,,,,,,,,,,,,,",4
6473,"lol,,,,,,,,,,,,,,,,",4
6474,"my cousin Joe, works as an escort driver,,,,,,,,,,,,,,,",4
6475,"one of the lady's left her baggie behind,,,,,,,,,,,,,,,,",4
6476,"wow thats lots,,,,,,,,,,,,,,,,",4
6477,"lol,,,,,,,,,,,,,,,,",4
6478,"you really wanna see me,,,,,,,,,,,,,,,,",2
6479,"lol,,,,,,,,,,,,,,,,",4
6480,"lol,,,,,,,,,,,,,,,,",4
6481,"sunday,,,,,,,,,,,,,,,,",4
6482,"damn,,,,,,,,,,,,,,,,",4
6483,"dont gotta have a big house for that many,,,,,,,,,,,,,,,,",4
6484,"what did your sister married, hite black spanish??,,,,,,,,,,,,,,,",4
6485,"italian is white,,,,,,,,,,,,,,,,",4
6486,"there you go,,,,,,,,,,,,,,,,",4
6487,"i bet you forgot what i was,,,,,,,,,,,,,,,,",4
6488,"but what country?,,,,,,,,,,,,,,,,",4
6489,"lol,,,,,,,,,,,,,,,,",4
6490,"why you laughin,,,,,,,,,,,,,,,,",5
6491,"what?? noooo,,,,,,,,,,,,,,,,",4
6492,"sometimes i wonder with all the guys over there, why you wanna give your body to me?,,,,,,,,,,,,,,,",3
6493,"i think i told u that like 3 times at least lol,,,,,,,,,,,,,,,,",4
6494,"lol,,,,,,,,,,,,,,,,",4
6495,"especially when they don't hang out with many of a particular one,,,,,,,,,,,,,,,,",4
6496,"not a single spanish or black person in the pics,,,,,,,,,,,,,,,,",2
6497,"so i hope u dont think i'm a slut or somethin,,,,,,,,,,,,,,,,",5
6498,"whatever u say i guess,,,,,,,,,,,,,,,,",4
6499,"white girls similar to you usually wouldn;t pick a ghetto spanish kid like me,,,,,,,,,,,,,,,,",3
6500,"omg i dont wanna talk bout this,,,,,,,,,,,,,,,,",4
6501,"him,,,,,,,,,,,,,,,,",4
6502,"then why u keep asking crap bout him,,,,,,,,,,,,,,,,",4
6503,"i already told u everything,,,,,,,,,,,,,,,,",4
6504,"as in relation to me,,,,,,,,,,,,,,,,",2
6505,"well sorry but it just is i cant go back an change it,,,,,,,,,,,,,,,,",4
6506,"huh,,,,,,,,,,,,,,,,",4
6507,"he didnt hurt me i dumped him,,,,,,,,,,,,,,,,",4
6508,"because i dont see why we gotta talk bout him,,,,,,,,,,,,,,,,",4
6509,"and you keep talking like i'm some freak,,,,,,,,,,,,,,,,",4
6510,"so u make me feel like a freak,,,,,,,,,,,,,,,,",3
6511,"i never said anythign to that degree babe,,,,,,,,,,,,,,,,",3
6512,"before you was all proud and happy about it,,,,,,,,,,,,,,,,",4
6513,"now you,,,,,,,,,,,,,,,,",4
